kpathid	Pathway	extid	source	size	tag1	tag2	tag3	tag4	tag5	tag6	tag7
kp0889	Alanine, Aspartate, Glutamate Metabolism	path:hsa00250	KEGG	37	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp0977	Aldosterone Regulated Sodium Re-absorption	path:hsa04960	KEGG	37	Physiology	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp1538	Purine Metabolism [SMPDB]	SMP00050	SMPDB	37	Nucleotide Metabolism	Purine	NA	NA	NA	NA	NA
kp1888	Retinol Metabolism [SMPDB]	SMP00074	SMPDB	37	Metabolism	Retinoic-acid	Vitamin	NA	NA	NA	NA
kp2358	Interferons mediated Signaling	WP4558	WikiPathway	37	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	JAK/STAT	NA
kp2516	IFN-gamma (Type-II Interferon) Signaling	WP619	WikiPathway	37	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	NA	NA
kp2652	Platelet Aggregation (Plug Formation)	R-HSA-76009	Reactome	37	Signal Transduction	Homeostasis	Platelet	NA	NA	NA	NA
kp2819	Anti-viral Mechanism by IFN-stimulated Genes	R-HSA-1169410	Reactome	37	Immune System	Interferons	Transcriptional Regulation	Cytokines	NA	NA	NA
kp3095	Fatty Acyl-CoA Biosynthesis	R-HSA-75105	Reactome	37	Metabolism	Lipid Metabolism	Fatty-acid	NA	NA	NA	NA
kp3218	Squalene and Cholesterol Biosynthesis	Squalene and cholesterol biosynthesis	EHMN	37	Metabolism	Lipid Metabolism	Cholesterol	NA	NA	NA	NA
kp3294	ATR Signaling	atr_pathway	PID	37	Cell Cycle	NA	NA	NA	NA	NA	NA
kp3297	CD4+ T-cell Receptor Signaling - ERK cascade	None	INOH	37	Signal Transduction	Immune System	T-cell	NA	NA	NA	NA
kp3929	Formation of Fibrin Clot (Clotting Cascade)	R-HSA-140877	Reactome	37	Homeostasis	Platelet	NA	NA	NA	NA	NA
kp4272	IL-23 Signaling	il23pathway	PID	37	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp4402	Transcriptional Targets of AP1 family FRA1/FRA2	fra_pathway	PID	37	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp4529	ATR Activation by Replication Stress Response	R-HSA-176187	Reactome	37	Cell Cycle	ATR	NA	NA	NA	NA	NA
kp4582	MAPK6/MAPK4 Signaling	R-HSA-5687128	Reactome	37	Signal Transduction	MAP Kinases	NA	NA	NA	NA	NA
kp4691	GMCSF mediated Signaling	gmcsf_pathway	PID	37	Immune System	Cytokines	NA	NA	NA	NA	NA
kp4741	Regulation of TP53 Expression and Degradation	R-HSA-6806003	Reactome	37	Transcriptional Regulation	TP53	NA	NA	NA	NA	NA
kp4753	Resolution of Abasic Sites (AP sites)	R-HSA-73933	Reactome	37	DNA Repair	NA	NA	NA	NA	NA	NA
kp4856	Trefoil Factors Initiate Mucosal Healing	tffpathway	BioCarta	37	Immune System	NA	NA	NA	NA	NA	NA
kp4860	IL-2/PI3K Signaling	il2_pi3kpathway	PID	37	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp4957	IL-1R Signaling [BioCarta]	il1rpathway	BioCarta	37	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp5099	RHOH GTPase Cycle	R-HSA-9013407	Reactome	37	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp5304	Phosphatidic-acid (PA) de novo Synthesis	R-HSA-1483166	Reactome	37	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp5405	The Phototransduction Cascade	R-HSA-2514856	Reactome	37	Physiology	Vision	NA	NA	NA	NA	NA
kp5516	RHO GTPases mediated WASPs/WAVEs Activation	R-HSA-5663213	Reactome	37	Signal Transduction	Small GTPases	Immune System	Fc Receptors	NA	NA	NA
kp0764	IL-10 Signaling	R-HSA-6783783	Reactome	38	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp0783	RNA Pol-III Transcription	R-HSA-74158	Reactome	38	Transcription	NA	NA	NA	NA	NA	NA
kp1139	Intracellular Signaling Through Adenosine Receptor A2 and Adenosine	SMP00321	SMPDB	38	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2181	Striated Muscle Contraction [WikiPathway]	WP383	WikiPathway	38	Physiology	Muscle	NA	NA	NA	NA	NA
kp2428	mBDNF and proBDNF Regulation of GABA Neurotransmission	WP4829	WikiPathway	38	Neuronal System	Growth Factors	BDNF	NA	NA	NA	NA
kp2498	G13 Signaling	WP524	WikiPathway	38	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp2603	Oncostatin M (OSM) Signaling [NetPath]	Pathway_Oncostatin_M	NetPath	38	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp2723	Translesion Synthesis by Y-family DNA Polymerases Bypasses Lesions on DNA Template	R-HSA-110313	Reactome	38	DNA Repair	NA	NA	NA	NA	NA	NA
kp2924	MAP2K and MAPK Activation	R-HSA-5674135	Reactome	38	Signal Transduction	MAP Kinases	NA	NA	NA	NA	NA
kp3028	Transcriptional Activity of SMAD2/SMAD3/SMAD4 Heterotrimer	R-HSA-2173793	Reactome	38	Transcriptional Regulation	Transcription Factors	SMAD	NA	NA	NA	NA
kp3152	mRNA Stability Regulation by AU-rich Elements Binding Proteins	R-HSA-450531	Reactome	38	RNA Metabolism	Transcription	NA	NA	NA	NA	NA
kp3315	Ovarian Tumor Domain Proteases	R-HSA-5689896	Reactome	38	Protein Metabolism	Protein Modification	Ubiquitination	NA	NA	NA	NA
kp4224	RAC1 Activity Regulation	rac1_reg_pathway	PID	38	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp4277	TBC Domain-containing RAB-specific GAPs (TBC/RABGAPs)	R-HSA-8854214	Reactome	38	Transport	NA	NA	NA	NA	NA	NA
kp4285	HDAC Class-II mediated Signaling	hdac_classii_pathway	PID	38	Immune System	Adaptive Immune System	NA	NA	NA	NA	NA
kp4330	TCPTP mediated Signaling	tcptp_pathway	PID	38	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4354	CXCR3 mediated Signaling	cxcr3pathway	PID	38	Signal Transduction	NA	NA	NA	NA	NA	NA
kp4523	Smooth Muscle Contraction [Reactome]	R-HSA-445355	Reactome	38	Physiology	Muscle	NA	NA	NA	NA	NA
kp4841	Degradation of beta-Catenin [Reactome]	R-HSA-195253	Reactome	38	Signal Transduction	WNT	beta-Catenin	NA	NA	NA	NA
kp0187	Pancreas beta-Cell Development	R-HSA-186712	Reactome	39	Developmental Biology	NA	NA	NA	NA	NA	NA
kp1052	Various Types of N-Glycan Biosynthesis	path:hsa00513	KEGG	39	Metabolism	Carbohydrate Metabolism	Protein Metabolism	Protein Modification	Glycosylation	NA	NA
kp2363	Neural Crest Cell Migration during Development	WP4564	WikiPathway	39	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp2402	Kisspeptin-Kisspeptin Receptor System in Ovary	WP4871	WikiPathway	39	Signal Transduction	Physiology	NA	NA	NA	NA	NA
kp2604	Co-Factors in Transcriptional Activity Regulation of RUNX1/CBFB Complex	R-HSA-8939243	Reactome	39	Transcriptional Regulation	Transcription Factors	RUNX1	NA	NA	NA	NA
kp2668	Ghrelin Signaling	Pathway_Ghrelin	NetPath	39	Physiology	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp3331	Sumoylation of DNA Replication Proteins	R-HSA-4615885	Reactome	39	Protein Metabolism	Protein Modification	Sumoylation	Transcriptional Regulation	Epigenetic Regulation	NA	NA
kp3345	Sumoylation of Ubiquitinylation Proteins	R-HSA-3232142	Reactome	39	Protein Metabolism	Protein Modification	Sumoylation	Transcriptional Regulation	Epigenetic Regulation	NA	NA
kp3584	Association of TriC/CCT with Target Proteins during Biosynthesis	R-HSA-390471	Reactome	39	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp4316	Internalization of ERBB1	erbb1_internalization_pathway	PID	39	Signal Transduction	ERBB	NA	NA	NA	NA	NA
kp4360	EPHB Forward Signaling [PID]	ephbfwdpathway	PID	39	Developmental Biology	Neuronal System	Signal Transduction	NA	NA	NA	NA
kp4376	HDAC Class-III mediated Signaling	hdac_classiii_pathway	PID	39	Transcriptional Regulation	Epigenetic Regulation	HDAC	NA	NA	NA	NA
kp4379	RET Tyrosine Kinase mediated Signaling	ret_pathway	PID	39	Signal Transduction	RTK Signaling	NA	NA	NA	NA	NA
kp4596	Calcium Ion dependent Events	R-HSA-111996	Reactome	39	Signal Transduction	GPCR Signaling	Calcium	NA	NA	NA	NA
kp1107	Glycine/Serine/Threonine Metabolism	path:hsa00260	KEGG	40	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp1943	IL-5 Signaling [WikiPathway]	WP127	WikiPathway	40	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp2229	Microglia Pathogen Phagocytosis Pathway	WP3937	WikiPathway	40	Immune System	Innate Immune System	Phagocytosis	NA	NA	NA	NA
kp2232	Oxidative Damage	WP3941	WikiPathway	40	Cellular Responses to Stimulus	NA	NA	NA	NA	NA	NA
kp2252	Fibrin Complement Receptor 3 Signaling	WP4136	WikiPathway	40	Signal Transduction	Immune System	NA	NA	NA	NA	NA
kp2766	beta-Catenin Accumulation by AKT mediated GSK3 Inactivation in Alveolar Macrophages	gsk3pathway	BioCarta	40	Signal Transduction	Immune System	beta-Catenin	NA	NA	NA	NA
kp2858	Vasopressin Regulated Water Re-absorption [Reactome]	R-HSA-432040	Reactome	40	Transport	Homeostasis	Signal Transduction	NA	NA	NA	NA
kp2996	Nerve Growth Factor (NGF) Stimulated Transcription	R-HSA-9031628	Reactome	40	Signal Transduction	RTK Signaling	Neurotrophin	NGF	NA	NA	NA
kp4270	ERBB2/ERBB3 Signaling	erbb2erbb3pathway	PID	40	Signal Transduction	ERBB	NA	NA	NA	NA	NA
kp4696	FCGR3A mediated IL-10 Synthesis	R-HSA-9664323	Reactome	40	Signal Transduction	Cytokines	NA	NA	NA	NA	NA
kp5217	Metabotropic Glutamate/Pheromone Receptors (GPCR ClassC/3)	R-HSA-420499	Reactome	40	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp5455	Glycine/Serine Metabolism [INOH]	None	INOH	40	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp0687	IL-6 Response	GO:0070741	Gene Ontology	41	Immune System	Innate Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp0998	Ferroptosis	path:hsa04216	KEGG	41	Cell Death	NA	NA	NA	NA	NA	NA
kp1151	Homologous Recombination	path:hsa03440	KEGG	41	DNA Repair	NA	NA	NA	NA	NA	NA
kp1956	Nucleotide-binding Oligomerization Domain (NOD) Pathway	WP1433	WikiPathway	41	Signal Transduction	NA	NA	NA	NA	NA	NA
kp2000	TNF related Weak inducer of Apoptosis (TWEAK) Signaling	WP2036	WikiPathway	41	Apoptosis	Inflammation	Angiogenesis	TNF	Cytokines	NA	NA
kp2064	Common Pathway in Drug Addiction	WP2636	WikiPathway	41	Metabolism	Cellular Responses to Stimulus	NA	NA	NA	NA	NA
kp2248	Eukaryotic Transcription Initiation	WP405	WikiPathway	41	Transcription	NA	NA	NA	NA	NA	NA
kp2638	mTOR Signaling [Reactome]	R-HSA-165159	Reactome	41	Signal Transduction	mTOR	NA	NA	NA	NA	NA
kp3021	Actions of Nitric Oxide in the Heart	no1pathway	BioCarta	41	Signal Transduction	Cardiac System	Physiology	NA	NA	NA	NA
kp3488	CLEC7A (Dectin-1) Signaling	R-HSA-5607764	Reactome	41	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp3587	Sphingolipid de novo Biosynthesis	R-HSA-1660661	Reactome	41	Metabolism	Lipid Metabolism	Sphingolipid Metabolism	NA	NA	NA	NA
kp3637	Gastrin Signaling [NetPath]	Pathway_Gastrin	NetPath	41	Physiology	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA
kp3812	Putative Anti-Inflammatory Metabolites Formation from EPA	Putative anti-Inflammatory metabolites formation from EPA	EHMN	41	Metabolism	Inflammation	NA	NA	NA	NA	NA
kp4080	FGFR3 Signaling	R-HSA-5654741	Reactome	41	Signal Transduction	RTK Signaling	FGF & FGFR	NA	NA	NA	NA
kp4109	phospholipases Pthway	LIPASYN-PWY	HumanCyc	41	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp4295	Aurora B Signaling	aurora_b_pathway	PID	41	Cell Cycle	Signal Transduction	NA	NA	NA	NA	NA
kp4465	SDC2 (Syndecan-2) mediated Signaling	syndecan_2_pathway	PID	41	Signal Transduction	ExtraCellular Matrix	NA	NA	NA	NA	NA
kp4652	BMP Receptor Signaling	bmppathway	PID	41	Signal Transduction	Bone	BMP	NA	NA	NA	NA
kp5200	Transcriptional Regulation by the AP-2 (TFAP2) family Transcription Factors	R-HSA-8864260	Reactome	41	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp5361	gamma-Carboxylation, Hypusine Formation and Arylsulfatase Activation	R-HSA-163841	Reactome	41	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp5429	tRNA Modification in Nucleus and Cytosol	R-HSA-6782315	Reactome	41	RNA Metabolism	tRNA Metabolism	NA	NA	NA	NA	NA
kp0896	Tryptophan Metabolism [KEGG]	path:hsa00380	KEGG	42	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp2117	FAS Ligand Pathway and Stress Induction of Heat Shock Proteins	WP314	WikiPathway	42	Cellular Responses to Stress	Homeostasis	Immune System	TNF	Apoptosis	NA	NA
kp2257	Splicing Factor NOVA regulated synaptic proteins	WP4148	WikiPathway	42	Protein Metabolism	Neuronal System	Chemical Synapses	NA	NA	NA	NA
kp2370	Tryptophan Metabolism [WikiPathway]	WP465	WikiPathway	42	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp2446	IL-2 Signaling [WikiPathway]	WP49	WikiPathway	42	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp3047	Signaling by RAS Mutants	R-HSA-6802949	Reactome	42	Signal Transduction	MAP Kinases	Cancers	RAS Signaling	NA	NA	NA
kp3105	Signaling by Moderate Kinase Activity BRAF Mutants	R-HSA-6802946	Reactome	42	Signal Transduction	MAP Kinases	Cancers	NA	NA	NA	NA
kp3131	Paradoxical Activation of RAF Signaling by Kinase inactive BRAF	R-HSA-6802955	Reactome	42	Signal Transduction	MAP Kinases	Cancers	NA	NA	NA	NA
kp3188	N-Glycan Biosynthesis [EHMN]	N-Glycan biosynthesis	EHMN	42	Metabolism	Carbohydrate Metabolism	Protein Metabolism	Protein Modification	Glycosylation	NA	NA
kp3241	Signaling by RAF1 Mutants	R-HSA-9656223	Reactome	42	Signal Transduction	MAP Kinases	Cancers	NA	NA	NA	NA
kp3353	Tubulin Post-translational Modification	R-HSA-8955332	Reactome	42	Protein Metabolism	Protein Modification	Cytoskeleton	NA	NA	NA	NA
kp3842	Kinesins	R-HSA-983189	Reactome	42	Transport	Homeostasis	NA	NA	NA	NA	NA
kp4168	FGFR4 Signaling	R-HSA-5654743	Reactome	42	Signal Transduction	RTK Signaling	FGF & FGFR	NA	NA	NA	NA
kp4259	Stabilization and Expansion of the E-Cadherin Adherens Junction	ecadherin_stabilization_pathway	PID	42	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp4370	Plasma Membrane Estrogen Receptor Signaling	er_nongenomic_pathway	PID	42	Hormone Metabolism & Fucntions	Signal Transduction	NA	NA	NA	NA	NA
kp4380	FOXM1 Transcription Factor Network	foxm1pathway	PID	42	Transcriptional Regulation	Transcription Factors	FOX family	NA	NA	NA	NA
kp4422	IFN-gamma Pathway	ifngpathway	PID	42	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	NA	NA
kp4760	Non-Integrin Membrane-ECM Interactions	R-HSA-3000171	Reactome	42	ExtraCellular Matrix	NA	NA	NA	NA	NA	NA
kp4975	chREBP Regulation by Carbohydrates and cAMP	chrebppathway	BioCarta	42	Signal Transduction	GPCR Signaling	cAMP	NA	NA	NA	NA
kp5116	Amine Ligand Binding Receptors	R-HSA-375280	Reactome	42	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp5244	RHOF GTPase Cycle	R-HSA-9035034	Reactome	42	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp5263	RND1 GTPase cycle	R-HSA-9696273	Reactome	42	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp5272	DAG and IP3 Signaling	R-HSA-1489509	Reactome	42	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp5284	RND3 GTPase cycle	R-HSA-9696264	Reactome	42	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp1086	Fatty-acid Degradation	path:hsa00071	KEGG	43	Metabolism	Lipid Metabolism	Fatty-acid	NA	NA	NA	NA
kp1115	Porphyrin and Chlorophyll Metabolism	path:hsa00860	KEGG	43	Metabolism	NA	NA	NA	NA	NA	NA
kp1128	Fat Digestion and Absorption	path:hsa04975	KEGG	43	Physiology	Lipid Metabolism	NA	NA	NA	NA	NA
kp2156	IL-6 Signaling [WikiPathway]	WP364	WikiPathway	43	Immune System	Innate Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp2427	Genes Controlling Nephrogenesis	WP4823	WikiPathway	43	Developmental Biology	Transcriptional Regulation	Physiology	NA	NA	NA	NA
kp2539	Vitamin A and Carotenoid Metabolism	WP716	WikiPathway	43	Metabolism	Vitamin	NA	NA	NA	NA	NA
kp2672	SCF/KIT Signaling	R-HSA-1433557	Reactome	43	Signal Transduction	RTK Signaling	NA	NA	NA	NA	NA
kp3198	De novo Fatty-acid Biosynthesis	De novo fatty acid biosynthesis	EHMN	43	Metabolism	Lipid Metabolism	Fatty-acid	NA	NA	NA	NA
kp3234	Vitamin E Metabolism	Vitamin E metabolism	EHMN	43	Metabolism	Vitamin	Vitamin	NA	NA	NA	NA
kp3832	Tryptophan Utilization	PWY66-401	HumanCyc	43	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp3878	Voltage gated Potassium channels	R-HSA-1296072	Reactome	43	Ion Channels	Neuronal System	NA	NA	NA	NA	NA
kp3926	tRNA Aminoacylation	R-HSA-379724	Reactome	43	RNA Metabolism	tRNA Metabolism	NA	NA	NA	NA	NA
kp4287	PAR1 mediated Thrombin Signaling	thrombin_par1_pathway	PID	43	Signal Transduction	GPCR Signaling	Homeostasis	Platelet	NA	NA	NA
kp4344	SDC1 (Syndecan-1) mediated Signaling	syndecan_1_pathway	PID	43	Signal Transduction	ExtraCellular Matrix	NA	NA	NA	NA	NA
kp4468	LKB1 Signaling	lkb1_pathway	PID	43	Signal Transduction	Energy Metabolism	AMPK	NA	NA	NA	NA
kp4490	Bile-acid and Bile-salt Metabolism	R-HSA-194068	Reactome	43	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp4504	Binding and Uptake of Ligands by Scavenger Receptors	R-HSA-2173782	Reactome	43	Transport	NA	NA	NA	NA	NA	NA
kp4796	Nucleosome Assembly [Reactome]	R-HSA-774815	Reactome	43	Chromosome Structure Maintenance	Cell Cycle	Small GTPases	NA	NA	NA	NA
kp5279	RND2 GTPase cycle	R-HSA-9696270	Reactome	43	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp0340	Leukocyte Adhesion To Vascular Endothelial Cell	GO:0061756	Gene Ontology	44	Immune System	Inflammation	NA	NA	NA	NA	NA
kp0767	IL-2 family Signaling	R-HSA-451927	Reactome	44	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	JAK/STAT	NA
kp1022	Vasopressin Regulated Water Re-absorption [KEGG]	path:hsa04962	KEGG	44	Homeostasis	NA	NA	NA	NA	NA	NA
kp1068	Aminoacyl-tRNA Biosynthesis	path:hsa00970	KEGG	44	RNA Metabolism	tRNA Metabolism	NA	NA	NA	NA	NA
kp1928	Heart Development	WP1591	WikiPathway	44	Developmental Biology	Cardiac System	NA	NA	NA	NA	NA
kp2029	IL-11 Signaling [WikiPathwyas]	WP2332	WikiPathway	44	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp2065	Structural Pathway of IL-1	WP2637	WikiPathway	44	Immune System	Inflammation	Interleukins	Cytokines	NA	NA	NA
kp2406	Renin/Angiotensin/Aldosterone System (RAAS)	WP4756	WikiPathway	44	Homeostasis	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp2547	Prostaglandin Synthesis and Regulation	WP98	WikiPathway	44	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA	NA
kp3278	NOTCH3 Signaling	R-HSA-9012852	Reactome	44	Signal Transduction	NOTCH	NA	NA	NA	NA	NA
kp3732	Galactose Metabolism [EHMN]	Galactose metabolism	EHMN	44	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp3790	Transport of Vitamins, Nucleosides, and related Molecules	R-HSA-425397	Reactome	44	Transport	NA	NA	NA	NA	NA	NA
kp4083	Ion Homeostasis	R-HSA-5578775	Reactome	44	Homeostasis	NA	NA	NA	NA	NA	NA
kp4132	Negative Regulation of MAPK Pathway	R-HSA-5675221	Reactome	44	Signal Transduction	MAP Kinases	NA	NA	NA	NA	NA
kp4200	PI3K Cascade	R-HSA-109704	Reactome	44	Signal Transduction	PI3K	NA	NA	NA	NA	NA
kp4335	Urokinase-type Plasminogen Activator (uPA) and uPAR mediated Signaling	upa_upar_pathway	PID	44	Signal Transduction	Homeostasis	Platelet	NA	NA	NA	NA
kp4337	Polo-like Kinase 1 (PLK1) Signaling	plk1_pathway	PID	44	Cell Cycle	Signal Transduction	NA	NA	NA	NA	NA
kp4349	FOXA1 Transcription Factor Network	hnf3apathway	PID	44	Transcriptional Regulation	Transcription Factors	FOX family	NA	NA	NA	NA
kp4413	TP53 Regulates Transcription of Cell Death Genes	R-HSA-5633008	Reactome	44	Transcriptional Regulation	Cell Death	TP53	NA	NA	NA	NA
kp4935	Integrin B3 Cell Surface Interactions	integrin3_pathway	PID	44	Cell Adhesion	Integrins	NA	NA	NA	NA	NA
kp4976	NFAT and Hypertrophy of Heart 	nfatpathway	BioCarta	44	Physiology	Muscle	Cardiac System	NA	NA	NA	NA
kp5328	Retinoic-acid Signaling	R-HSA-5362517	Reactome	44	Signal Transduction	Retinoic-acid	Nuclear Receptors	NA	NA	NA	NA
kp0705	G-alpha (Z) Signaling	R-HSA-418597	Reactome	45	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp1077	Basal Transcription Factors	path:hsa03022	KEGG	45	Transcriptional Regulation	Transcription Factors	NA	NA	NA	NA	NA
kp1275	Warburg Effect	SMP00654	SMPDB	45	Metabolism	Energy Metabolism	NA	NA	NA	NA	NA
kp2503	Glycolysis and Gluconeogenesis [WikiPathway]	WP534	WikiPathway	45	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp3139	PDGF Signaling [INOH]	None	INOH	45	Signal Transduction	RTK Signaling	NA	NA	NA	NA	NA
kp3415	Intra-Golgi Traffic	R-HSA-6811438	Reactome	45	Transport	Cell Organelles & Functions	Golgi	NA	NA	NA	NA
kp4328	Canonical PI3K Signaling	pi3kcipathway	PID	45	Signal Transduction	PI3K	NA	NA	NA	NA	NA
kp4361	Integrin-linked Kinase Signaling	ilk_pathway	PID	45	Signal Transduction	Integrins	NA	NA	NA	NA	NA
kp4393	Integrin A6/B1 and A6/B4 Signaling	a6b1_a6b4_integrin_pathway	PID	45	Signal Transduction	Integrins	NA	NA	NA	NA	NA
kp4407	FOXA2 and FOXA3 Transcription Factor Networks	hnf3bpathway	PID	45	Transcriptional Regulation	Transcription Factors	FOX family	NA	NA	NA	NA
kp4466	RHOA Signaling	rhoa_pathway	PID	45	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp4955	Inhibition of T-cell Receptor Signaling by CSK Activation	cskpathway	BioCarta	45	Signal Transduction	NA	NA	NA	NA	NA	NA
kp5259	Retinoid Metabolism and Transport	R-HSA-975634	Reactome	45	Metabolism	Retinoic-acid	Transport	NA	NA	NA	NA
kp5456	RAGE Pathway	Pathway_RAGE	NetPath	45	Signal Transduction	NA	NA	NA	NA	NA	NA
kp5528	DAP12 Interactions	R-HSA-2172127	Reactome	45	Immune System	Innate Immune System	NA	NA	NA	NA	NA
kp0019	Gap Junction Trafficking and Regulation	R-HSA-157858	Reactome	46	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp1074	Proteasome	path:hsa03050	KEGG	46	Protein Metabolism	Proteasome	NA	NA	NA	NA	NA
kp2002	Microtubule Cytoskeleton Regulation	WP2038	WikiPathway	46	Cell Organelles & Functions	Cytoskeleton	NA	NA	NA	NA	NA
kp2059	Aryl Hydrocarbon Receptor Pathway	WP2586	WikiPathway	46	Metabolism	NA	NA	NA	NA	NA	NA
kp2242	Nitric Oxide/cGMP/PKG mediated Neuroprotection	WP4008	WikiPathway	46	Neuronal System	Homeostasis	NA	NA	NA	NA	NA
kp2345	Mechanoregulation and Pathology of YAP-TAZ via Hippo and non-Hippo Mechanisms	WP4534	WikiPathway	46	Signal Transduction	Cellular Responses to Stimulus	Hippo	NA	NA	NA	NA
kp2365	Translation Inhibitors in Chronically Activated PDGFRA Cells	WP4566	WikiPathway	46	Tanslation	Cellular Responses to Stimulus	NA	NA	NA	NA	NA
kp2387	Cholesterol Metabolism [WikiPathway]	WP4718	WikiPathway	46	Metabolism	Lipid Metabolism	Cholesterol	NA	NA	NA	NA
kp3020	MET Signaling	R-HSA-6806834	Reactome	46	Signal Transduction	RTK Signaling	NA	NA	NA	NA	NA
kp3666	Glycosphingolipid Metabolism [Reactome]	R-HSA-1660662	Reactome	46	Metabolism	Lipid Metabolism	Sphingolipid Metabolism	NA	NA	NA	NA
kp3689	Switching of Origins to Post-Replicative State	R-HSA-69052	Reactome	46	Cell Cycle	DNA Replication	NA	NA	NA	NA	NA
kp4283	Insulin Signaing [PID]	insulin_pathway	PID	46	Signal Transduction	Insulin	NA	NA	NA	NA	NA
